age,workclass,education,marital-status,occupation,relationship,race,gender,income_>50K
33,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,1,1
57,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,0,0
49,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,0,1
40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
55,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
50,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,1,1
26,Private,Some-college,Never-married,Adm-clerical,Own-child,White,0,0
33,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,1,0
31,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,1,0
36,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,1,1
33,Private,HS-grad,Never-married,Other-service,Own-child,White,1,0
56,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,0,1
37,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
56,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,1,0
51,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,1,1
38,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,1,1
42,Private,Masters,Married-civ-spouse,Adm-clerical,Husband,White,1,1
30,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,1,1
34,Self-emp-not-inc,11th,Married-civ-spouse,Farming-fishing,Husband,White,1,0
38,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,0,0
31,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,0,1
41,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,1,0
38,Private,Bachelors,Married-civ-spouse,Sales,Wife,White,0,1
43,Private,HS-grad,Separated,Craft-repair,Not-in-family,White,1,1
39,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Black,1,1
38,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,1,1
36,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
43,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,1,1
38,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Wife,Black,0,1
54,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,1,0
33,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
39,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,1,1
46,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,0,1
55,Private,HS-grad,Separated,Sales,Not-in-family,White,1,0
42,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,1,0
38,Private,Assoc-voc,Divorced,Craft-repair,Unmarried,White,1,0
47,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,1,1
24,Private,HS-grad,Never-married,Other-service,Not-in-family,White,0,0
43,Private,Bachelors,Divorced,Sales,Unmarried,White,0,1
37,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
38,Private,HS-grad,Separated,Transport-moving,Unmarried,Black,0,0
38,Private,Some-college,Never-married,Tech-support,Not-in-family,White,1,0
29,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,0
27,Private,Bachelors,Separated,Prof-specialty,Not-in-family,Asian-Pac-Islander,1,1
46,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,1,1
40,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,1,1
22,Private,Some-college,Never-married,Sales,Own-child,White,1,0
27,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,1,0
44,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,1,1
33,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,1,0
42,Private,Masters,Married-civ-spouse,Craft-repair,Husband,White,1,1
26,Private,Bachelors,Never-married,Other-service,Not-in-family,White,0,0
40,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
22,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,0,0
18,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,1,0
17,Private,10th,Never-married,Other-service,Own-child,White,1,0
43,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,0,1
58,Private,Some-college,Married-civ-spouse,Sales,Husband,White,1,0
42,Private,Some-college,Married-civ-spouse,Sales,Husband,White,1,1
36,Private,Some-college,Never-married,Tech-support,Not-in-family,White,0,0
25,Local-gov,HS-grad,Never-married,Handlers-cleaners,Other-relative,Black,1,0
47,Private,Some-college,Divorced,Adm-clerical,Other-relative,White,0,0
48,State-gov,Masters,Divorced,Prof-specialty,Unmarried,White,0,0
42,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,0
38,Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,0
36,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,0,0
53,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
54,Private,Masters,Married-civ-spouse,Exec-managerial,Wife,White,0,1
54,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,1,1
54,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
37,Local-gov,Bachelors,Never-married,Tech-support,Own-child,White,0,0
27,State-gov,Assoc-acdm,Never-married,Exec-managerial,Not-in-family,White,0,0
34,Local-gov,Some-college,Never-married,Craft-repair,Not-in-family,White,1,0
26,Private,10th,Divorced,Other-service,Not-in-family,White,0,0
54,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
47,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,0,0
30,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,1,1
45,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,1,1
34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
32,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,1,1
30,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,0,0
42,Federal-gov,Assoc-acdm,Separated,Prof-specialty,Unmarried,White,0,1
43,Private,Some-college,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,1,0
47,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,1,0
43,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,1,0
53,State-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,1,1
32,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,1,1
39,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,1,1
20,Private,Some-college,Never-married,Sales,Not-in-family,White,0,0
52,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,1,1
26,Private,Bachelors,Never-married,Sales,Not-in-family,White,1,0
41,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,1,1
44,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,1,1
31,Private,Assoc-voc,Never-married,Adm-clerical,Unmarried,Black,0,0
55,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,1,1
37,Self-emp-not-inc,HS-grad,Divorced,Farming-fishing,Not-in-family,White,1,1
39,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,1,1
32,State-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,0,0
48,Local-gov,Masters,Divorced,Exec-managerial,Unmarried,Black,0,1
44,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
23,Private,HS-grad,Never-married,Sales,Own-child,White,1,0
55,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,1,1
51,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,1,0
23,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,1,0
38,Private,Some-college,Separated,Machine-op-inspct,Not-in-family,White,1,1
23,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,1,0
29,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Black,1,0
35,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,1,1
38,Private,Some-college,Divorced,Other-service,Not-in-family,White,1,0
54,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,0,0
49,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,1,0
43,Private,Some-college,Never-married,Other-service,Not-in-family,White,1,0
20,Private,Some-college,Never-married,Other-service,Not-in-family,White,0,0
46,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,0,1
32,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,0,0
23,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,0,0
44,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,0,0
42,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,1,1
33,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,1,1
49,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,1,1
47,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
43,Local-gov,Assoc-voc,Divorced,Adm-clerical,Not-in-family,Black,0,0
48,State-gov,Masters,Separated,Prof-specialty,Not-in-family,White,1,0
29,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,1,1
59,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,1,1
37,Federal-gov,HS-grad,Divorced,Exec-managerial,Not-in-family,White,1,1
47,Private,Masters,Divorced,Prof-specialty,Unmarried,White,0,1
23,Private,Some-college,Never-married,Sales,Own-child,White,0,0
57,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,1,1
26,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,1,1
47,Self-emp-inc,Masters,Married-civ-spouse,Sales,Husband,White,1,1
46,Private,Some-college,Married-civ-spouse,Sales,Husband,White,1,0
40,Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,1,1
31,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,0
52,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,1,1
57,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,1,1
57,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,1,1
33,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
33,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,1,1
38,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,1,1
34,Local-gov,HS-grad,Divorced,Other-service,Unmarried,White,0,0
20,Private,Some-college,Never-married,Other-service,Own-child,White,1,0
51,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,1,0
42,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
30,Private,11th,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,1,0
44,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
28,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,0,1
54,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,0,1
23,Private,Assoc-voc,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,1,0
28,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,1,1
38,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,1,1
44,Self-emp-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,1,1
59,Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,0,0
51,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,0,1
34,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,1,1
40,Private,10th,Divorced,Craft-repair,Not-in-family,White,1,0
33,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,1,0
51,Self-emp-not-inc,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,0,1
24,Private,Bachelors,Married-civ-spouse,Other-service,Husband,White,1,0
33,Self-emp-inc,Bachelors,Never-married,Prof-specialty,Not-in-family,White,0,0
59,Self-emp-not-inc,Assoc-acdm,Divorced,Tech-support,Not-in-family,White,1,0
36,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,1,1
39,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,1,0
26,Private,Assoc-voc,Never-married,Adm-clerical,Own-child,White,0,0
26,Federal-gov,HS-grad,Never-married,Adm-clerical,Own-child,White,1,0
41,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,1,1
59,Federal-gov,Bachelors,Divorced,Adm-clerical,Not-in-family,White,1,0
30,Self-emp-not-inc,Masters,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,1,1
32,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
55,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
39,Local-gov,HS-grad,Separated,Exec-managerial,Unmarried,White,1,0
49,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,0,1
49,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,1,1
52,Private,HS-grad,Widowed,Craft-repair,Own-child,White,0,0
39,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,1,1
51,Private,11th,Divorced,Other-service,Unmarried,Black,0,0
30,Private,Some-college,Never-married,Craft-repair,Other-relative,White,1,0
44,Private,Some-college,Married-civ-spouse,Sales,Husband,White,1,0
39,Federal-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,1,1
30,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,1,1
36,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,1,1
44,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,1,1
32,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
27,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Black,0,0
51,Private,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,1,0
50,Self-emp-inc,11th,Never-married,Exec-managerial,Other-relative,White,1,1
38,Private,Bachelors,Separated,Exec-managerial,Not-in-family,White,1,1
40,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,1,0
45,Private,Some-college,Divorced,Craft-repair,Unmarried,White,1,0
43,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
39,Private,Bachelors,Never-married,Sales,Not-in-family,White,0,1
55,Local-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,1,0
26,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0
19,State-gov,Some-college,Never-married,Other-service,Not-in-family,White,1,0
33,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,1,0
47,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,1,1
34,Private,10th,Never-married,Other-service,Unmarried,Black,0,0
26,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
22,Private,Some-college,Never-married,Other-service,Unmarried,White,0,0
35,Private,11th,Divorced,Transport-moving,Not-in-family,White,1,0
28,Private,Some-college,Married-civ-spouse,Other-service,Own-child,White,0,1
24,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,0,0
54,Self-emp-not-inc,Masters,Divorced,Prof-specialty,Not-in-family,White,1,1
25,Private,HS-grad,Never-married,Sales,Not-in-family,White,1,0
27,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,1,1
47,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,1,0
42,Private,Some-college,Never-married,Sales,Not-in-family,White,1,1
25,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,0,0
54,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,1,0
52,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
35,Self-emp-not-inc,HS-grad,Divorced,Farming-fishing,Not-in-family,White,1,0
25,Private,Some-college,Never-married,Adm-clerical,Own-child,White,0,0
46,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
46,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,1,1
28,Private,Some-college,Never-married,Tech-support,Not-in-family,White,0,0
52,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
44,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,1,1
39,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
53,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,1,1
54,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,1,0
37,Private,Bachelors,Married-civ-spouse,Tech-support,Wife,White,0,1
50,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,1,1
34,Private,Bachelors,Never-married,Sales,Not-in-family,White,1,1
44,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,1,1
46,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,0,0
56,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,1,1
50,State-gov,Masters,Widowed,Prof-specialty,Unmarried,White,0,0
51,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,1,1
19,Private,HS-grad,Never-married,Other-service,Own-child,White,0,0
47,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,0,1
25,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,1,1
34,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,1,1
48,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,1,0
30,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,1,0
42,Local-gov,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,1,0
26,Private,Masters,Married-civ-spouse,Sales,Wife,White,0,0
37,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,1,1
43,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,1,0
46,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,0,1
21,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,1,0
28,Private,Some-college,Separated,Tech-support,Unmarried,White,1,1
49,Federal-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,1,0
36,Private,11th,Divorced,Other-service,Not-in-family,White,0,0
45,Federal-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,1,1
40,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0
36,State-gov,Some-college,Divorced,Exec-managerial,Not-in-family,White,0,0
25,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,1,1
45,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,1,1
55,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,1,1
36,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,1,1
44,Private,Bachelors,Never-married,Sales,Not-in-family,White,1,0
44,Self-emp-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,1,1
34,Private,11th,Never-married,Other-service,Own-child,Asian-Pac-Islander,1,0
39,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,1,1
57,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Black,1,1
30,Self-emp-not-inc,Assoc-voc,Divorced,Machine-op-inspct,Not-in-family,White,0,0
38,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,1,1
29,Federal-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,1,0
28,Private,HS-grad,Never-married,Other-service,Not-in-family,White,0,0
32,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,1,1
51,State-gov,Bachelors,Divorced,Exec-managerial,Not-in-family,White,1,1
40,Federal-gov,Masters,Never-married,Tech-support,Not-in-family,White,0,0
50,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,1,1
